locale	lat	lng	confirmed	deaths	recovered	lastUpdated	yesterdayConfirmed	deltaPct	newCases	newRecovered	newDeaths
Maryland, US	39.0639	-76.8021	43531	2159	3099	2020-05-22 02:36:57	42323	2.0	1208	106	36
Florida, US	27.7663	-81.6868	48675	2144		2020-05-22 02:36:57	47471	2.0	1204	0	48
California, US	36.1162	-119.6816	46164	1864		2020-04-29 02:32:33	44966	2.0	1198	0	85
Illinois, US	40.3495	-88.9861	30357	1290		2020-04-19 23:41:01	29160	4.0	1197	0	31
Michigan, US	43.3266	-84.5361	49582	4787	22686	2020-05-15 02:33:07	48391	2.0	1191	0	73
California, US	36.1162	-119.6816	43558	1725		2020-04-27 02:32:46	42368	2.0	1190	0	36
Pennsylvania, US	40.5908	-77.2098	46327	2373		2020-04-30 02:32:31	45137	2.0	1190	0	327
Pennsylvania, US	40.5908	-77.2098	58560	3779		2020-05-10 02:32:34	57371	2.0	1189	0	64
Louisiana, US	31.1695	-91.8678	36504	2629	26249	2020-05-22 02:36:57	35316	3.0	1188	0	21
Massachusetts, US	42.2302	-71.5301	70271	4212		2020-05-06 02:32:35	69087	1.0	1184	0	122
Illinois, US	40.3495	-88.9861	113195	4923		2020-05-27 02:32:37	112017	1.0	1178	0	38
Illinois, US	40.3495	-88.9861	22025	798		2020-04-13 23:07:54	20852	5.0	1173	0	78
Pennsylvania, US	40.5908	-77.2098	25465	691		2020-04-14 23:33:31	24292	4.0	1173	0	102
Massachusetts, US	42.2302	-71.5301	80497	5315		2020-05-14 03:32:32	79332	1.0	1165	0	174
Illinois, US	40.3495	-88.9861	31513	1349		2020-04-20 23:36:47	30357	3.0	1156	0	59
Illinois, US	40.3495	-88.9861	125915	5795		2020-06-06 02:33:09	124759	0.0	1156	0	59
Pennsylvania, US	40.5908	-77.2098	55956	3589		2020-05-08 02:32:36	54800	2.0	1156	0	244
Tennessee, US	35.7478	-86.6923	11891	204	5546	2020-05-02 02:32:31	10735	10.0	1156	406	5
Virginia, US	37.7693	-78.17	41401	1338	5472	2020-05-29 02:32:58	40249	2.0	1152	105	57
Maryland, US	39.0639	-76.8021	17766	875	1165	2020-04-26 02:32:45	16616	6.0	1150	57	77
Texas, US	31.0545	-97.5635	38394	1066	20141	2020-05-10 02:32:34	37246	3.0	1148	944	41
New Jersey, US	40.2989	-74.521	142704	9946	15642	2020-05-15 02:33:07	141560	0.0	1144	0	232
Illinois, US	40.3495	-88.9861	25734	1072		2020-04-16 23:30:51	24593	4.0	1141	0	123
Michigan, US	43.3266	-84.5361	40399	3670	8342	2020-04-30 02:32:31	39262	2.0	1137	0	102
California, US	36.1162	-119.6816	23931	714		2020-04-13 23:07:54	22795	4.0	1136	0	74
Arizona, US	33.7298	-111.4312	21264	943	4967	2020-06-03 02:33:21	20129	5.0	1135	98	25
Virginia, US	37.7693	-78.17	42533	1358	5648	2020-05-30 02:32:55	41401	2.0	1132	176	20
Connecticut, US	41.5978	-72.7554	15884	971		2020-04-16 23:30:51	14755	7.0	1129	0	103
New York, US	42.1657	-74.9481	364965	29484	64632	2020-05-28 02:32:37	363836	0.0	1129	189	182
Texas, US	31.0545	-97.5635	33912	925	16791	2020-05-06 02:32:35	32783	3.0	1129	701	24
Pennsylvania, US	40.5908	-77.2098	69252	4869		2020-05-22 02:36:57	68126	1.0	1126	0	99
Florida, US	27.7663	-81.6868	21019	499		2020-04-14 00:42:00	19895	5.0	1124	0	38
Texas, US	31.0545	-97.5635	51673	1426	30341	2020-05-21 02:32:54	50552	2.0	1121	982	38
New Jersey, US	40.2989	-74.521	149356	10587	23657	2020-05-20 02:32:25	148240	0.0	1116	161	148
Ohio, US	40.3888	-82.7649	10222	451		2020-04-18 22:32:47	9107	12.0	1115	0	33
Massachusetts, US	42.2302	-71.5301	90084	6148		2020-05-22 02:36:57	88970	1.0	1114	0	82
Illinois, US	40.3495	-88.9861	114306	5083		2020-05-28 02:32:37	113195	0.0	1111	0	160
Maryland, US	39.0639	-76.8021	30485	1560	2041	2020-05-09 02:32:39	29374	3.0	1111	12	57
New York, US	42.1657	-74.9481	370770	29784	65934	2020-06-01 02:32:54	369660	0.0	1110	325	74
Texas, US	31.0545	-97.5635	36036	985	18440	2020-05-08 02:32:36	34928	3.0	1108	818	31
Georgia, US	33.0406	-83.6431	19407	775		2020-04-20 23:36:47	18301	6.0	1106	0	88
New Jersey, US	40.2989	-74.521	145089	10261	22939	2020-05-17 02:32:37	143984	0.0	1105	7297	113
Arizona, US	33.7298	-111.4312	22356	983	5076	2020-06-04 02:33:23	21264	5.0	1092	109	40
Maryland, US	39.0639	-76.8021	35903	1866	2569	2020-05-15 02:33:07	34812	3.0	1091	113	57
North Carolina, US	35.6301	-79.8064	26885	919	14954	2020-05-30 02:32:55	25800	4.0	1085	0	43
Texas, US	31.0545	-97.5635	55861	1528	33385	2020-05-25 02:32:50	54776	1.0	1085	1108	50
Maryland, US	39.0639	-76.8021	36986	1911	2685	2020-05-16 02:32:24	35903	3.0	1083	116	45
Texas, US	31.0545	-97.5635	31998	878	15544	2020-05-04 02:32:32	30917	3.0	1081	653	15
Virginia, US	37.7693	-78.17	43611	1370	5745	2020-05-31 02:32:52	42533	2.0	1078	97	12
Massachusetts, US	42.2302	-71.5301	86010	5797		2020-05-18 02:32:26	84933	1.0	1077	0	92
New York, US	42.1657	-74.9481	376208	30236	66992	2020-06-06 02:33:09	375133	0.0	1075	236	62
New York, US	42.1657	-74.9481	363836	29302	64443	2020-05-27 02:32:37	362764	0.0	1072	163	73
Maryland, US	39.0639	-76.8021	45495	2243	3283	2020-05-24 02:32:48	44424	2.0	1071	40	36
Virginia, US	37.7693	-78.17	27813	956	3678	2020-05-15 02:33:07	26746	3.0	1067	124	28
Connecticut, US	41.5978	-72.7554	28764	2339	4346	2020-05-02 02:32:31	27700	3.0	1064	4346	82
Michigan, US	43.3266	-84.5361	28059	1921	452	2020-04-15 22:56:51	27001	3.0	1058	0	153
Virginia, US	37.7693	-78.17	16902	581	2196	2020-05-02 02:32:31	15847	6.0	1055	92	29
Maryland, US	39.0639	-76.8021	32587	1644	2293	2020-05-11 02:32:34	31534	3.0	1053	134	30
Michigan, US	43.3266	-84.5361	39262	3568	8342	2020-04-29 02:32:33	38210	2.0	1052	0	161
Massachusetts, US	42.2302	-71.5301	77793	4979		2020-05-11 02:32:34	76743	1.0	1050	0	139
Maryland, US	39.0639	-76.8021	31534	1614	2159	2020-05-10 02:32:34	30485	3.0	1049	118	54
Pennsylvania, US	40.5908	-77.2098	65185	4480		2020-05-17 02:32:37	64136	1.0	1049	0	58
New York, US	42.1657	-74.9481	375133	30174	66756	2020-06-05 02:33:15	374085	0.0	1048	254	155
Pennsylvania, US	40.5908	-77.2098	53864	3179		2020-05-06 02:32:35	52816	1.0	1048	0	341
Maryland, US	39.0639	-76.8021	28163	1437	1903	2020-05-07 02:32:32	27117	3.0	1046	93	47
Massachusetts, US	42.2302	-71.5301	88970	6066		2020-05-21 02:32:54	87925	1.0	1045	0	128
New York, US	42.1657	-74.9481	374085	30019	66502	2020-06-04 02:33:23	373040	0.0	1045	240	51
California, US	36.1162	-119.6816	67600	2716		2020-05-11 02:32:34	66558	1.0	1042	0	29
Massachusetts, US	42.2302	-71.5301	87052	5862		2020-05-19 02:32:23	86010	1.0	1042	0	65
Florida, US	27.7663	-81.6868	34728	1314	0	2020-05-02 02:32:31	33690	3.0	1038	0	46
South Carolina, US	33.8569	-80.945	13453	539	7347	2020-06-06 02:33:09	12415	8.0	1038	371	38
Texas, US	31.0545	-97.5635	26357	719	11786	2020-04-29 02:32:33	25321	4.0	1036	616	53
Pennsylvania, US	40.5908	-77.2098	64136	4422		2020-05-16 02:32:24	63105	1.0	1031	0	134
Maryland, US	39.0639	-76.8021	52015	2509	3649	2020-05-31 02:32:52	50988	2.0	1027	78	43
North Carolina, US	35.6301	-79.8064	20262	726	11637	2020-05-21 02:32:54	19239	5.0	1023	0	33
Texas, US	31.0545	-97.5635	34928	954	17622	2020-05-07 02:32:32	33912	2.0	1016	831	29
New Jersey, US	40.2989	-74.521	154154	11138	25040	2020-05-25 02:32:50	153140	0.0	1014	278	56
California, US	36.1162	-119.6816	42368	1689		2020-04-26 02:32:45	41355	2.0	1013	0	68
Massachusetts, US	42.2302	-71.5301	92675	6372		2020-05-25 02:32:50	91662	1.0	1013	0	68
Pennsylvania, US	40.5908	-77.2098	33914	1348		2020-04-20 23:36:47	32902	3.0	1012	0	72
Virginia, US	37.7693	-78.17	29683	1003	3909	2020-05-17 02:32:37	28672	3.0	1011	104	25
Virginia, US	37.7693	-78.17	32145	1042	4271	2020-05-20 02:32:25	31140	3.0	1005	164	27
Pennsylvania, US	40.5908	-77.2098	63105	4288		2020-05-15 02:33:07	62101	1.0	1004	0	194
Maryland, US	39.0639	-76.8021	24473	1251	1590	2020-05-03 02:32:33	23472	4.0	1001	73	171
Massachusetts, US	42.2302	-71.5301	69087	4090	0	2020-05-05 02:32:38	68087	1.0	1000	0	86
Virginia, US	37.7693	-78.17	44607	1375	5868	2020-06-01 02:32:54	43611	2.0	996	123	5
New Jersey, US	40.2989	-74.521	152579	10985	24491	2020-05-23 02:32:47	151586	0.0	993	255	139
Georgia, US	33.0406	-83.6431	33580	1406		2020-05-11 02:32:34	32588	3.0	992	0	3
Texas, US	31.0545	-97.5635	23642	624	9156	2020-04-25 06:32:46	22650	4.0	992	1131	20
California, US	36.1162	-119.6816	27677	956		2020-04-16 23:30:51	26686	3.0	991	0	96
North Carolina, US	35.6301	-79.8064	28785	937	14954	2020-06-01 02:32:54	27794	3.0	991	0	8
Maryland, US	39.0639	-76.8021	25462	1281	1666	2020-05-04 02:32:32	24473	4.0	989	76	30
Virginia, US	37.7693	-78.17	25070	850	3273	2020-05-12 03:32:31	24081	4.0	989	72	11
Illinois, US	40.3495	-88.9861	123830	5621		2020-06-04 02:33:23	122848	0.0	982	0	96
Maryland, US	39.0639	-76.8021	37968	1957	2806	2020-05-17 02:32:37	36986	2.0	982	121	46
California, US	36.1162	-119.6816	55884	2278	0	2020-05-05 02:32:38	54903	1.0	981	0	62
Michigan, US	43.3266	-84.5361	41379	3789	8342	2020-05-01 02:32:32	40399	2.0	980	0	119
Colorado, US	39.0598	-105.3111	12256	674		2020-04-25 06:32:46	11278	8.0	978	0	122
Michigan, US	43.3266	-84.5361	42356	3866	8342	2020-05-02 02:32:31	41379	2.0	977	0	77
Illinois, US	40.3495	-88.9861	121234	5412		2020-06-02 02:33:16	120260	0.0	974	0	22
Texas, US	31.0545	-97.5635	17849	451	4190	2020-04-17 23:30:52	16876	5.0	973	513	37
Pennsylvania, US	40.5908	-77.2098	66669	4515		2020-05-19 02:32:23	65700	1.0	969	0	20
Texas, US	31.0545	-97.5635	16876	414	3677	2020-04-16 23:30:51	15907	6.0	969	527	39
Georgia, US	33.0406	-83.6431	49859	2149		2020-06-05 02:33:15	48894	1.0	965	0	26
Texas, US	31.0545	-97.5635	29692	840	14122	2020-05-02 02:32:31	28727	3.0	965	1615	28
Maryland, US	39.0639	-76.8021	15737	748	1040	2020-04-24 03:33:00	14775	6.0	962	59	50
Pennsylvania, US	40.5908	-77.2098	70211	5010	37767	2020-05-23 02:32:47	69252	1.0	959	37767	141
Maryland, US	39.0639	-76.8021	39762	2023	2817	2020-05-19 02:32:23	38804	2.0	958	1	31
Virginia, US	37.7693	-78.17	47856	1445	6284	2020-06-05 02:33:15	46905	2.0	951	119	17
Indiana, US	39.8494	-86.2583	15961	844		2020-04-28 02:32:46	15012	6.0	949	0	31
Georgia, US	33.0406	-83.6431	39801	1697		2020-05-21 02:32:54	38855	2.0	946	0	22
Maryland, US	39.0639	-76.8021	26408	1317	1695	2020-05-05 02:32:38	25462	3.0	946	29	36
Virginia, US	37.7693	-78.17	26746	928	3554	2020-05-14 03:32:32	25800	3.0	946	154	36
Pennsylvania, US	40.5908	-77.2098	41153	1793		2020-04-26 02:32:45	40208	2.0	945	0	46
Texas, US	31.0545	-97.5635	48396	1343	27570	2020-05-18 02:32:26	47452	1.0	944	969	25
Pennsylvania, US	40.5908	-77.2098	43558	1886		2020-04-28 02:32:46	42616	2.0	942	0	70
Florida, US	27.7663	-81.6868	41923	1779		2020-05-13 03:32:30	40982	2.0	941	0	44
New York, US	42.1657	-74.9481	371711	29917	66110	2020-06-02 02:33:16	370770	0.0	941	176	133
Texas, US	31.0545	-97.5635	65593	1683	43338	2020-06-02 02:33:16	64652	1.0	941	915	8
California, US	36.1162	-119.6816	31431	1177		2020-04-19 23:41:01	30491	3.0	940	0	37
New Jersey, US	40.2989	-74.521	155092	11147	25253	2020-05-26 02:32:41	154154	0.0	938	213	9
Pennsylvania, US	40.5908	-77.2098	54800	3345		2020-05-07 02:32:32	53864	1.0	936	0	166
Virginia, US	37.7693	-78.17	18672	660	2497	2020-05-04 02:32:32	17738	5.0	934	185	43
Connecticut, US	41.5978	-72.7554	27700	2257	0	2020-05-01 02:32:32	26767	3.0	933	0	88
Illinois, US	40.3495	-88.9861	124759	5736		2020-06-05 02:33:15	123830	0.0	929	0	115
Florida, US	27.7663	-81.6868	44138	1917		2020-05-16 02:32:24	43210	2.0	928	0	42
Florida, US	27.7663	-81.6868	55424	2447		2020-05-31 02:32:52	54497	1.0	927	0	34
Connecticut, US	41.5978	-72.7554	16809	1036		2020-04-17 23:30:52	15884	5.0	925	0	65
Georgia, US	33.0406	-83.6431	34924	1498		2020-05-13 03:32:30	34002	2.0	922	0	54
Pennsylvania, US	40.5908	-77.2098	50494	2695	0	2020-05-03 02:32:33	49579	1.0	915	0	60
Maryland, US	39.0639	-76.8021	56770	2702	4159	2020-06-06 02:33:09	55858	1.0	912	174	34
North Carolina, US	35.6301	-79.8064	27794	929	14954	2020-05-31 02:32:52	26885	3.0	909	0	10
Virginia, US	37.7693	-78.17	40249	1281	5367	2020-05-28 02:32:37	39342	2.0	907	140	45
Maryland, US	39.0639	-76.8021	19487	945	1263	2020-04-28 02:32:46	18581	4.0	906	86	35
Texas, US	31.0545	-97.5635	15907	375	3150	2020-04-15 22:56:51	15006	6.0	901	570	33
Texas, US	31.0545	-97.5635	27257	754	12507	2020-04-30 02:32:31	26357	3.0	900	721	35
Maryland, US	39.0639	-76.8021	21742	1140	1432	2020-05-01 02:32:32	20849	4.0	893	71	62
Maryland, US	39.0639	-76.8021	44424	2207	3243	2020-05-23 02:32:47	43531	2.0	893	144	48
Florida, US	27.7663	-81.6868	30533	1046		2020-04-25 06:32:46	29648	2.0	885	0	59
Ohio, US	40.3888	-82.7649	23016	1306		2020-05-09 02:32:39	22131	3.0	885	0	35
Virginia, US	37.7693	-78.17	15847	552	2104	2020-05-01 02:32:32	14962	5.0	885	62	30
Virginia, US	37.7693	-78.17	24081	839	3201	2020-05-11 02:32:34	23196	3.0	885	77	12
North Carolina, US	35.6301	-79.8064	25800	876	14954	2020-05-29 02:32:58	24916	3.0	884	0	32
Florida, US	27.7663	-81.6868	22511	596		2020-04-15 22:56:51	21628	4.0	883	0	25
Florida, US	27.7663	-81.6868	51746	2252		2020-05-26 02:32:41	50867	1.0	879	0	15
Maryland, US	39.0639	-76.8021	16616	798	1108	2020-04-25 06:32:46	15737	5.0	879	68	50
Texas, US	31.0545	-97.5635	41432	1146	21713	2020-05-13 03:32:30	40555	2.0	877	0	29
Maryland, US	39.0639	-76.8021	55858	2668	3985	2020-06-05 02:33:15	54982	1.0	876	15	27
Georgia, US	33.0406	-83.6431	31618	1355		2020-05-08 02:32:36	30743	2.0	875	0	28
Massachusetts, US	42.2302	-71.5301	87925	5938		2020-05-20 02:32:25	87052	1.0	873	0	76
Tennessee, US	35.7478	-86.6923	8266	171	4193	2020-04-24 03:33:00	7394	11.0	872	181	14
Massachusetts, US	42.2302	-71.5301	79332	5141		2020-05-13 03:32:30	78462	1.0	870	0	33
New Jersey, US	40.2989	-74.521	156628	11339	25552	2020-05-28 02:32:37	155764	0.0	864	168	145
Texas, US	31.0545	-97.5635	39258	1094	21022	2020-05-11 02:32:34	38394	2.0	864	881	28
Georgia, US	33.0406	-83.6431	13315	465		2020-04-13 23:07:54	12452	6.0	863	0	32
Georgia, US	33.0406	-83.6431	40663	1775		2020-05-22 02:36:57	39801	2.0	862	0	78
Virginia, US	37.7693	-78.17	28672	978	3805	2020-05-16 02:32:24	27813	3.0	859	127	22
Texas, US	31.0545	-97.5635	18704	476	4806	2020-04-18 22:32:47	17849	4.0	855	616	25
Florida, US	27.7663	-81.6868	46442	1997		2020-05-19 02:32:23	45588	1.0	854	0	24
Virginia, US	37.7693	-78.17	23196	827	3124	2020-05-10 02:32:34	22342	3.0	854	127	15
Georgia, US	33.0406	-83.6431	25775	1101		2020-04-30 02:32:31	24922	3.0	853	0	65
Pennsylvania, US	40.5908	-77.2098	72778	5163	41868	2020-05-27 02:32:37	71925	1.0	853	957	17
Michigan, US	43.3266	-84.5361	43207	4021	15659	2020-05-03 02:32:33	42356	2.0	851	7317	155
Pennsylvania, US	40.5908	-77.2098	61310	3914		2020-05-13 03:32:30	60459	1.0	851	0	82
Maryland, US	39.0639	-76.8021	54175	2597	3855	2020-06-03 02:33:21	53327	1.0	848	73	45
Georgia, US	33.0406	-83.6431	28331	1177	0	2020-05-03 02:32:33	27489	3.0	842	0	8
Virginia, US	37.7693	-78.17	46239	1407	6011	2020-06-03 02:33:21	45398	1.0	841	112	15
Minnesota, US	45.6945	-93.9002	19845	861	13485	2020-05-24 02:32:48	19005	4.0	840	789	10
Georgia, US	33.0406	-83.6431	47902	2094		2020-06-02 02:33:16	47063	1.0	839	0	41
Maryland, US	39.0639	-76.8021	47152	2302	3329	2020-05-26 02:32:41	46313	1.0	839	10	25
Indiana, US	39.8494	-86.2583	21870	1377		2020-05-07 02:32:32	21033	3.0	837	0	166
Maryland, US	39.0639	-76.8021	13684	582	917	2020-04-20 23:44:33	12847	6.0	837	3	121
New Jersey, US	40.2989	-74.521	160445	11698	26560	2020-06-01 02:32:54	159608	0.0	837	259	64
Connecticut, US	41.5978	-72.7554	23936	1767		2020-04-25 06:32:46	23100	3.0	836	0	128
Maryland, US	39.0639	-76.8021	38804	1992	2816	2020-05-18 02:32:26	37968	2.0	836	10	35
Virginia, US	37.7693	-78.17	17738	617	2312	2020-05-03 02:32:33	16902	4.0	836	116	36
Pennsylvania, US	40.5908	-77.2098	36082	1673		2020-04-22 23:40:26	35249	2.0	833	0	59
Florida, US	27.7663	-81.6868	23343	668		2020-04-16 23:30:51	22511	3.0	832	0	72
Louisiana, US	31.1695	-91.8678	33489	2417	22608	2020-05-15 02:33:07	32662	2.0	827	0	36
Florida, US	27.7663	-81.6868	38828	1600		2020-05-08 02:32:36	38002	2.0	826	0	61
Texas, US	31.0545	-97.5635	20574	533	6486	2020-04-21 23:40:34	19751	4.0	823	780	26
Florida, US	27.7663	-81.6868	26314	774		2020-04-19 23:41:01	25492	3.0	822	0	26
Texas, US	31.0545	-97.5635	57230	1546	36375	2020-05-27 02:32:37	56409	1.0	821	1083	13
Virginia, US	37.7693	-78.17	19493	684	2547	2020-05-05 02:32:38	18672	4.0	821	50	24
Florida, US	27.7663	-81.6868	36897	1399	0	2020-05-05 02:32:38	36078	2.0	819	0	20
Georgia, US	33.0406	-83.6431	41482	1808		2020-05-23 02:32:47	40663	2.0	819	0	33
Maryland, US	39.0639	-76.8021	46313	2277	3319	2020-05-25 02:32:50	45495	1.0	818	36	34
Georgia, US	33.0406	-83.6431	24302	995		2020-04-28 02:32:46	23486	3.0	816	0	79
Maryland, US	39.0639	-76.8021	18581	910	1177	2020-04-27 02:32:46	17766	4.0	815	12	35
Pennsylvania, US	40.5908	-77.2098	68126	4770		2020-05-21 02:32:54	67311	1.0	815	0	142
Texas, US	31.0545	-97.5635	24967	651	10763	2020-04-27 02:32:46	24153	3.0	814	777	13
Virginia, US	37.7693	-78.17	34950	1136	4963	2020-05-23 02:32:47	34137	2.0	813	185	36
Florida, US	27.7663	-81.6868	27869	867		2020-04-21 23:40:34	27059	2.0	810	0	45
New Jersey, US	40.2989	-74.521	151586	10846	24236	2020-05-22 02:36:57	150776	0.0	810	291	97
Florida, US	27.7663	-81.6868	43210	1875		2020-05-15 02:33:07	42402	1.0	808	0	48
Maryland, US	39.0639	-76.8021	54982	2641	3970	2020-06-04 02:33:23	54175	1.0	807	115	44
North Carolina, US	35.6301	-79.8064	29592	948	18860	2020-06-02 02:33:16	28785	2.0	807	3906	11
New Jersey, US	40.2989	-74.521	163336	12049	27433	2020-06-06 02:33:09	162530	0.0	806	202	79
Ohio, US	40.3888	-82.7649	13725	557		2020-04-21 23:40:34	12919	6.0	806	0	48
Massachusetts, US	42.2302	-71.5301	90889	6228		2020-05-23 02:32:47	90084	0.0	805	0	80
Minnesota, US	45.6945	-93.9002	14240	692	8820	2020-05-16 02:32:24	13435	5.0	805	347	20
Minnesota, US	45.6945	-93.9002	19005	851	12696	2020-05-23 02:32:47	18200	4.0	805	208	33
Florida, US	27.7663	-81.6868	40001	1715		2020-05-10 02:32:34	39199	2.0	802	0	46
Virginia, US	37.7693	-78.17	14339	492	1914	2020-04-29 02:32:33	13538	5.0	801	71	32
North Carolina, US	35.6301	-79.8064	32075	1006	18860	2020-06-05 02:33:15	31276	2.0	799	0	7
Virginia, US	37.7693	-78.17	35749	1159	5047	2020-05-24 02:32:48	34950	2.0	799	84	23
Pennsylvania, US	40.5908	-77.2098	71009	5112	39519	2020-05-24 02:32:48	70211	1.0	798	1752	102
Georgia, US	33.0406	-83.6431	36772	1588		2020-05-16 02:32:24	35977	2.0	795	0	43
Indiana, US	39.8494	-86.2583	18630	1175	0	2020-05-02 02:32:31	17835	4.0	795	0	61
Pennsylvania, US	40.5908	-77.2098	62101	4094		2020-05-14 03:32:32	61310	1.0	791	0	180
Virginia, US	37.7693	-78.17	45398	1392	5899	2020-06-02 02:33:16	44607	1.0	791	31	17
Connecticut, US	41.5978	-72.7554	31784	2797	5413	2020-05-08 02:32:36	30995	2.0	789	1067	79
Massachusetts, US	42.2302	-71.5301	96301	6768		2020-05-31 02:32:52	95512	0.0	789	0	50
Maryland, US	39.0639	-76.8021	11572	334	736	2020-04-17 23:30:52	10784	7.0	788	0	15
Arizona, US	33.7298	-111.4312	19258	904	4657	2020-05-31 02:32:52	18472	4.0	786	106	18
Georgia, US	33.0406	-83.6431	29451	1246	0	2020-05-05 02:32:38	28665	2.0	786	0	62
Maryland, US	39.0639	-76.8021	33373	1683	2298	2020-05-12 03:32:31	32587	2.0	786	5	39
Minnesota, US	45.6945	-93.9002	9365	508	5308	2020-05-08 02:32:36	8579	9.0	786	303	23
Texas, US	31.0545	-97.5635	32783	901	16090	2020-05-05 02:32:38	31998	2.0	785	546	23
Texas, US	31.0545	-97.5635	49177	1350	28371	2020-05-19 02:32:23	48396	1.0	781	801	7
Pennsylvania, US	40.5908	-77.2098	73557	5265	43038	2020-05-28 02:32:37	72778	1.0	779	1170	102
Florida, US	27.7663	-81.6868	45588	1973		2020-05-18 02:32:26	44811	1.0	777	0	9
Maryland, US	39.0639	-76.8021	42323	2123	2993	2020-05-21 02:32:54	41546	1.0	777	125	42
Florida, US	27.7663	-81.6868	49451	2190		2020-05-23 02:32:47	48675	1.0	776	0	46
Louisiana, US	31.1695	-91.8678	39577	2786	28700	2020-05-31 02:32:52	38802	1.0	775	0	19
Massachusetts, US	42.2302	-71.5301	91662	6304		2020-05-24 02:32:48	90889	0.0	773	0	76
Michigan, US	43.3266	-84.5361	51915	4915	28234	2020-05-19 02:32:23	51142	1.0	773	0	24
Virginia, US	37.7693	-78.17	12366	437	1717	2020-04-26 02:32:45	11594	6.0	772	45	26
Virginia, US	37.7693	-78.17	22342	812	2997	2020-05-09 02:32:39	21570	3.0	772	172	43
Tennessee, US	35.7478	-86.6923	12661	209	5718	2020-05-03 02:32:33	11891	6.0	770	172	5
Michigan, US	43.3266	-84.5361	30791	2308	3237	2020-04-18 22:32:47	30023	2.0	768	2608	81
Connecticut, US	41.5978	-72.7554	14755	868		2020-04-15 22:56:51	13989	5.0	766	0	197
New Jersey, US	40.2989	-74.521	159608	11634	26301	2020-05-31 02:32:52	158844	0.0	764	217	103
Pennsylvania, US	40.5908	-77.2098	74984	5464	46370	2020-05-30 02:32:55	74220	1.0	764	1544	91
Virginia, US	37.7693	-78.17	20257	713	2617	2020-05-06 02:32:35	19493	3.0	764	70	29
Maryland, US	39.0639	-76.8021	52778	2532	3764	2020-06-01 02:32:54	52015	1.0	763	115	23
Virginia, US	37.7693	-78.17	32908	1075	4523	2020-05-21 02:32:54	32145	2.0	763	252	33
Georgia, US	33.0406	-83.6431	50621	2174		2020-06-06 02:33:09	49859	1.0	762	0	25
Georgia, US	33.0406	-83.6431	42242	1822		2020-05-24 02:32:48	41482	1.0	760	0	14
Iowa, US	42.0115	-93.2105	8643	175	3156	2020-05-03 02:32:33	7884	9.0	759	257	5
Maryland, US	39.0639	-76.8021	12326	421	771	2020-04-18 22:32:47	11572	6.0	754	35	87
North Carolina, US	35.6301	-79.8064	22864	778	11637	2020-05-24 02:32:48	22110	3.0	754	0	3
Maryland, US	39.0639	-76.8021	10784	319	736	2020-04-16 23:30:51	10032	7.0	752	129	8
Virginia, US	37.7693	-78.17	31140	1015	4107	2020-05-19 02:32:23	30388	2.0	752	114	5
Maryland, US	39.0639	-76.8021	34812	1809	2456	2020-05-14 03:32:32	34061	2.0	751	62	53
Michigan, US	43.3266	-84.5361	28809	1996	617	2020-04-16 23:30:51	28059	2.0	750	165	75
Texas, US	31.0545	-97.5635	21321	556	7341	2020-04-22 23:40:26	20574	3.0	747	855	23
Florida, US	27.7663	-81.6868	27059	822		2020-04-20 23:36:47	26314	2.0	745	0	48
Georgia, US	33.0406	-83.6431	30743	1327		2020-05-07 02:32:32	29998	2.0	745	0	28
Colorado, US	39.0598	-105.3111	10473	483		2020-04-21 23:40:34	9730	7.0	743	0	63
Minnesota, US	45.6945	-93.9002	21315	890	14816	2020-05-26 02:32:41	20573	3.0	742	701	12
Connecticut, US	41.5978	-72.7554	17550	1086		2020-04-18 22:32:47	16809	4.0	741	0	50
Florida, US	27.7663	-81.6868	50867	2237		2020-05-25 02:32:50	50127	1.0	740	0	4
