locale	lat	lng	confirmed	deaths	recovered	lastUpdated	yesterdayConfirmed	deltaPct	newCases	newRecovered	newDeaths
Michigan, US	43.3266	-84.5361	51142	4891	28234	2020-05-18 02:32:26	50538	1.0	604	0	10
Virginia, US	37.7693	-78.17	12970	449	1815	2020-04-27 02:32:46	12366	4.0	604	98	12
Indiana, US	39.8494	-86.2583	26656	1691		2020-05-16 02:32:24	26053	2.0	603	0	45
Virginia, US	37.7693	-78.17	7491	231	1110	2020-04-17 23:30:52	6889	8.0	602	159	23
Indiana, US	39.8494	-86.2583	13039	706		2020-04-24 03:33:00	12438	4.0	601	0	40
Wisconsin, US	44.2685	-89.6165	16462	539	9846	2020-05-28 02:32:37	15863	3.0	599	441	22
Texas, US	31.0545	-97.5635	14275	305	2269	2020-04-13 23:07:54	13677	4.0	598	255	22
Ohio, US	40.3888	-82.7649	26954	1581		2020-05-16 02:32:24	26357	2.0	597	0	47
Massachusetts, US	42.2302	-71.5301	93271	6416		2020-05-26 02:32:41	92675	0.0	596	0	44
Virginia, US	37.7693	-78.17	11594	411	1672	2020-04-25 06:32:46	10998	5.0	596	105	38
Arizona, US	33.7298	-111.4312	18472	886	4551	2020-05-30 02:32:55	17877	3.0	595	99	26
Florida, US	27.7663	-81.6868	40596	1721		2020-05-11 02:32:34	40001	1.0	595	0	6
Louisiana, US	31.1695	-91.8678	24523	1328		2020-04-20 23:36:47	23928	2.0	595	0	32
Indiana, US	39.8494	-86.2583	17182	964		2020-04-30 02:32:31	16588	3.0	594	0	63
Michigan, US	43.3266	-84.5361	43801	4053	15659	2020-05-04 02:32:32	43207	1.0	594	0	32
Minnesota, US	45.6945	-93.9002	5730	370	2282	2020-05-02 02:32:31	5136	11.0	594	110	27
Alabama, US	32.3182	-86.9023	17952	630	9355	2020-06-01 02:32:54	17359	3.0	593	0	12
Ohio, US	40.3888	-82.7649	19335	1022	0	2020-05-03 02:32:33	18743	3.0	592	0	19
Connecticut, US	41.5978	-72.7554	39017	3529	6264	2020-05-21 02:32:54	38430	1.0	587	0	57
Indiana, US	39.8494	-86.2583	23732	1490		2020-05-10 02:32:34	23146	2.0	586	0	43
Louisiana, US	31.1695	-91.8678	23118	1213		2020-04-17 23:30:52	22532	2.0	586	0	57
Rhode Island, US	41.6809	-71.5118	3251	80	135	2020-04-14 23:33:31	2665	21.0	586	0	17
Minnesota, US	45.6945	-93.9002	23531	1006	16930	2020-05-30 02:32:55	22947	2.0	584	275	29
Georgia, US	33.0406	-83.6431	43983	1896		2020-05-27 02:32:37	43400	1.0	583	0	48
Indiana, US	39.8494	-86.2583	9542	477		2020-04-16 23:30:51	8960	6.0	582	0	41
Maryland, US	39.0639	-76.8021	14775	698	981	2020-04-22 23:40:26	14193	4.0	582	51	46
Arizona, US	33.7298	-111.4312	10526	517	1747	2020-05-09 02:32:39	9945	5.0	581	25	67
Louisiana, US	31.1695	-91.8678	22532	1156		2020-04-16 23:30:51	21951	2.0	581	0	53
Indiana, US	39.8494	-86.2583	26053	1646		2020-05-15 02:33:07	25473	2.0	580	0	27
Ohio, US	40.3888	-82.7649	19914	1039	0	2020-05-04 02:32:32	19335	2.0	579	0	17
Pennsylvania, US	40.5908	-77.2098	77225	5667	48838	2020-06-03 02:33:21	76646	0.0	579	410	100
Kentucky, US	37.6681	-84.6701	5822	275	1892	2020-05-06 02:32:35	5245	11.0	577	0	14
Ohio, US	40.3888	-82.7649	14694	656		2020-04-24 03:33:00	14117	4.0	577	0	46
Michigan, US	43.3266	-84.5361	32000	2468	3237	2020-04-20 23:36:47	31424	1.0	576	0	77
Indiana, US	39.8494	-86.2583	20507	1151	0	2020-05-05 02:32:38	19933	2.0	574	0	19
Kansas, US	38.5266	-96.7265	4413	134	272	2020-05-01 02:32:32	3839	14.0	574	6	0
North Carolina, US	35.6301	-79.8064	10754	406	0	2020-05-01 02:32:32	10180	5.0	574	0	24
Connecticut, US	41.5978	-72.7554	32984	2932	5413	2020-05-10 02:32:34	32411	1.0	573	0	58
Georgia, US	33.0406	-83.6431	38855	1675		2020-05-20 02:32:25	38283	1.0	572	0	26
Minnesota, US	45.6945	-93.9002	7234	427	4212	2020-05-05 02:32:38	6663	8.0	571	1197	9
Connecticut, US	41.5978	-72.7554	33554	2967	5413	2020-05-11 02:32:34	32984	1.0	570	0	35
Indiana, US	39.8494	-86.2583	11211	562		2020-04-19 23:41:01	10641	5.0	570	0	17
Indiana, US	39.8494	-86.2583	29274	1864		2020-05-21 02:32:54	28705	1.0	569	0	40
Connecticut, US	41.5978	-72.7554	34333	3041	5413	2020-05-13 03:32:30	33765	1.0	568	0	33
Virginia, US	37.7693	-78.17	13538	460	1843	2020-04-28 02:32:46	12970	4.0	568	28	11
Tennessee, US	35.7478	-86.6923	16111	266	8336	2020-05-13 03:32:30	15544	3.0	567	298	15
Michigan, US	43.3266	-84.5361	45745	4345	15659	2020-05-08 02:32:36	45179	1.0	566	0	89
Ohio, US	40.3888	-82.7649	32477	1987		2020-05-26 02:32:41	31911	1.0	566	0	18
Florida, US	27.7663	-81.6868	38002	1539		2020-05-07 02:32:32	37439	1.0	563	0	68
Georgia, US	33.0406	-83.6431	32181	1400		2020-05-09 02:32:39	31618	1.0	563	0	45
Washington, US	47.4009	-121.4905	19828	1061		2020-05-25 02:32:50	19265	2.0	563	0	11
Louisiana, US	31.1695	-91.8678	31417	2267	20316	2020-05-10 02:32:34	30855	1.0	562	0	40
Virginia, US	37.7693	-78.17	8053	258	1228	2020-04-18 22:32:47	7491	7.0	562	118	27
New Jersey, US	40.2989	-74.521	153140	11082	24762	2020-05-24 02:32:48	152579	0.0	561	271	97
Maryland, US	39.0639	-76.8021	10032	311	607	2020-04-15 22:56:51	9472	5.0	560	0	9
Ohio, US	40.3888	-82.7649	20474	1057	0	2020-05-05 02:32:38	19914	2.0	560	0	18
Arizona, US	33.7298	-111.4312	17877	860	4452	2020-05-29 02:32:58	17318	3.0	559	91	26
Tennessee, US	35.7478	-86.6923	15544	251	8038	2020-05-12 03:32:31	14985	3.0	559	510	8
New Jersey, US	40.2989	-74.521	157185	11409	25804	2020-05-29 02:32:58	156628	0.0	557	252	70
Texas, US	31.0545	-97.5635	19260	490	5334	2020-04-19 23:41:01	18704	2.0	556	528	14
Ohio, US	40.3888	-82.7649	22131	1271		2020-05-08 02:32:36	21576	2.0	555	0	46
Pennsylvania, US	40.5908	-77.2098	77780	5742	49915	2020-06-04 02:33:23	77225	0.0	555	1077	75
Pennsylvania, US	40.5908	-77.2098	78335	5832	51019	2020-06-05 02:33:15	77780	0.0	555	1104	90
Pennsylvania, US	40.5908	-77.2098	71563	5136	40627	2020-05-25 02:32:50	71009	0.0	554	1108	24
Georgia, US	33.0406	-83.6431	35977	1545		2020-05-15 02:33:07	35427	1.0	550	0	28
Iowa, US	42.0115	-93.2105	16170	410	8672	2020-05-22 02:36:57	15620	3.0	550	310	17
Maryland, US	39.0639	-76.8021	53327	2552	3782	2020-06-02 02:33:16	52778	1.0	549	18	20
Tennessee, US	35.7478	-86.6923	18961	313	12191	2020-05-22 02:36:57	18412	2.0	549	408	8
Colorado, US	39.0598	-105.3111	19375	967	2974	2020-05-10 02:32:34	18827	2.0	548	105	7
Ontario, Canada	51.2538	-85.3232	11561	591	0		11013	4.0	548	0	27
Tennessee, US	35.7478	-86.6923	6375	136	2786	2020-04-16 23:30:51	5827	9.0	548	590	12
Texas, US	31.0545	-97.5635	56409	1533	35292	2020-05-26 02:32:41	55861	0.0	548	1907	5
Georgia, US	33.0406	-83.6431	29998	1299		2020-05-06 02:32:35	29451	1.0	547	0	53
Connecticut, US	41.5978	-72.7554	20360	1423		2020-04-21 23:40:34	19815	2.0	545	0	92
North Carolina, US	35.6301	-79.8064	13053	492		2020-05-07 02:32:32	12510	4.0	543	0	20
North Carolina, US	35.6301	-79.8064	18673	686	9115	2020-05-18 02:32:26	18130	2.0	543	0	10
Florida, US	27.7663	-81.6868	37439	1471		2020-05-06 02:32:35	36897	1.0	542	0	72
Connecticut, US	41.5978	-72.7554	42740	3970	7511	2020-06-02 02:33:16	42201	1.0	539	384	26
Iowa, US	42.0115	-93.2105	12912	289	5618	2020-05-13 03:32:30	12373	4.0	539	369	18
North Carolina, US	35.6301	-79.8064	12510	472		2020-05-06 02:32:35	11971	4.0	539	0	30
Colorado, US	39.0598	-105.3111	18370	944	2869	2020-05-08 02:32:36	17832	3.0	538	68	25
Maryland, US	39.0639	-76.8021	9472	302	607	2020-04-14 23:33:31	8936	5.0	536	4	40
Maryland, US	39.0639	-76.8021	47687	2333	3334	2020-05-27 02:32:37	47152	1.0	535	5	31
North Carolina, US	35.6301	-79.8064	19207	693	11637	2020-05-19 02:32:23	18673	2.0	534	2522	7
Ohio, US	40.3888	-82.7649	17303	937		2020-04-30 02:32:31	16769	3.0	534	0	138
Iowa, US	42.0115	-93.2105	9175	184	3325	2020-05-04 02:32:32	8643	6.0	532	169	9
Ohio, US	40.3888	-82.7649	28454	1657		2020-05-19 02:32:23	27923	1.0	531	0	32
Arizona, US	33.7298	-111.4312	22886	999	5172	2020-06-05 02:33:15	22356	2.0	530	96	16
Minnesota, US	45.6945	-93.9002	18200	818	12488	2020-05-22 02:36:57	17670	2.0	530	261	32
Ohio, US	40.3888	-82.7649	33006	2002		2020-05-27 02:32:37	32477	1.0	529	0	15
Iowa, US	42.0115	-93.2105	9703	188	3486	2020-05-05 02:32:38	9175	5.0	528	161	4
Minnesota, US	45.6945	-93.9002	11799	591	7536	2020-05-12 03:32:31	11271	4.0	528	654	13
Wisconsin, US	44.2685	-89.6165	13413	481	7728	2020-05-21 02:32:54	12885	4.0	528	357	14
Florida, US	27.7663	-81.6868	47471	2096		2020-05-21 02:32:54	46944	1.0	527	0	44
Massachusetts, US	42.2302	-71.5301	94220	6547		2020-05-28 02:32:37	93693	0.0	527	0	74
Colorado, US	39.0598	-105.3111	15284	777	2415	2020-05-01 02:32:32	14758	3.0	526	140	11
Indiana, US	39.8494	-86.2583	21033	1211		2020-05-06 02:32:35	20507	2.0	526	0	60
North Carolina, US	35.6301	-79.8064	17494	667	9115	2020-05-16 02:32:24	16968	3.0	526	0	26
Connecticut, US	41.5978	-72.7554	29287	2436	4346	2020-05-03 02:32:33	28764	1.0	523	0	97
New Jersey, US	40.2989	-74.521	162068	11880	27008	2020-06-04 02:33:23	161545	0.0	523	193	109
Wisconsin, US	44.2685	-89.6165	18230	588	11338	2020-05-31 02:32:52	17707	2.0	523	458	20
Connecticut, US	41.5978	-72.7554	34855	3125	5413	2020-05-14 03:32:32	34333	1.0	522	0	84
Iowa, US	42.0115	-93.2105	4445	107	1604	2020-04-25 06:32:46	3924	13.0	521	112	11
Maryland, US	39.0639	-76.8021	12847	461	914	2020-04-19 23:41:01	12326	4.0	521	143	40
Ohio, US	40.3888	-82.7649	27474	1610		2020-05-17 02:32:37	26954	1.0	520	0	29
Pennsylvania, US	40.5908	-77.2098	60459	3832		2020-05-12 03:32:31	59939	0.0	520	0	26
Minnesota, US	45.6945	-93.9002	13435	672	8473	2020-05-15 02:33:07	12917	4.0	518	324	34
North Carolina, US	35.6301	-79.8064	11588	431	0	2020-05-03 02:32:33	11070	4.0	518	0	12
Pennsylvania, US	40.5908	-77.2098	76646	5567	48428	2020-06-02 02:33:16	76129	0.0	517	238	12
Tennessee, US	35.7478	-86.6923	13177	210	5814	2020-05-04 02:32:32	12661	4.0	516	96	1
Pennsylvania, US	40.5908	-77.2098	65700	4495		2020-05-18 02:32:26	65185	0.0	515	0	15
Wisconsin, US	44.2685	-89.6165	16974	550	10384	2020-05-29 02:32:58	16462	3.0	512	538	11
Texas, US	31.0545	-97.5635	24153	638	9986	2020-04-26 02:32:45	23642	2.0	511	830	14
Wisconsin, US	44.2685	-89.6165	14396	496	8362	2020-05-23 02:32:47	13885	3.0	511	350	9
Colorado, US	39.0598	-105.3111	15793	821	2486	2020-05-02 02:32:31	15284	3.0	509	71	44
Florida, US	27.7663	-81.6868	52255	2259		2020-05-27 02:32:37	51746	0.0	509	0	7
Maryland, US	39.0639	-76.8021	14193	652	930	2020-04-21 23:40:34	13684	3.0	509	13	70
Ohio, US	40.3888	-82.7649	7794	362		2020-04-15 22:56:51	7285	6.0	509	0	38
Alabama, US	32.3182	-86.9023	14986	566	7951	2020-05-26 02:32:41	14478	3.0	508	0	15
Iowa, US	42.0115	-93.2105	6376	136	2164	2020-04-29 02:32:33	5868	8.0	508	143	9
Iowa, US	42.0115	-93.2105	20806	583	12333	2020-06-05 02:33:15	20300	2.0	506	269	9
Texas, US	31.0545	-97.5635	60901	1619	40068	2020-05-30 02:32:55	60395	0.0	506	1163	8
Michigan, US	43.3266	-84.5361	55608	5334	33168	2020-05-28 02:32:37	55104	0.0	504	0	68
Minnesota, US	45.6945	-93.9002	22464	942	16314	2020-05-28 02:32:37	21960	2.0	504	791	34
Georgia, US	33.0406	-83.6431	35427	1517		2020-05-14 03:32:32	34924	1.0	503	0	19
Ohio, US	40.3888	-82.7649	31911	1969		2020-05-25 02:32:50	31408	1.0	503	0	13
Tennessee, US	35.7478	-86.6923	22566	364	15193	2020-05-31 02:32:52	22063	2.0	503	228	3
Florida, US	27.7663	-81.6868	46944	2052		2020-05-20 02:32:25	46442	1.0	502	0	55
Louisiana, US	31.1695	-91.8678	21518	1013		2020-04-14 23:33:31	21016	2.0	502	0	129
Minnesota, US	45.6945	-93.9002	6232	394	2397	2020-05-03 02:32:33	5730	8.0	502	115	24
Wisconsin, US	44.2685	-89.6165	12187	453	6542	2020-05-17 02:32:37	11685	4.0	502	292	8
Alabama, US	32.3182	-86.9023	17031	610	9355	2020-05-30 02:32:55	16530	3.0	501	0	19
Indiana, US	39.8494	-86.2583	24627	1540		2020-05-12 03:32:31	24126	2.0	501	0	32
Michigan, US	43.3266	-84.5361	53510	5129	28234	2020-05-22 02:36:57	53009	0.0	501	0	69
North Carolina, US	35.6301	-79.8064	23365	784	11637	2020-05-25 02:32:50	22864	2.0	501	0	6
Indiana, US	39.8494	-86.2583	25127	1578		2020-05-13 03:32:30	24627	2.0	500	0	38
Alabama, US	32.3182	-86.9023	16530	591	9355	2020-05-29 02:32:58	16032	3.0	498	1404	8
Georgia, US	33.0406	-83.6431	43400	1848		2020-05-26 02:32:41	42902	1.0	498	0	21
Indiana, US	39.8494	-86.2583	27778	1751		2020-05-18 02:32:26	27280	1.0	498	0	10
Ohio, US	40.3888	-82.7649	28952	1720		2020-05-20 02:32:25	28454	1.0	498	0	63
Arizona, US	33.7298	-111.4312	13666	679	3357	2020-05-17 02:32:37	13169	3.0	497	212	28
Florida, US	27.7663	-81.6868	33690	1268	0	2020-05-01 02:32:32	33193	1.0	497	0	50
Michigan, US	43.3266	-84.5361	50079	4825	22686	2020-05-16 02:32:24	49582	1.0	497	0	38
Arizona, US	33.7298	-111.4312	13169	651	3145	2020-05-16 02:32:24	12674	3.0	495	71	27
Ohio, US	40.3888	-82.7649	20969	1135		2020-05-06 02:32:35	20474	2.0	495	0	78
Virginia, US	37.7693	-78.17	36244	1171	5102	2020-05-25 02:32:50	35749	1.0	495	55	12
Massachusetts, US	42.2302	-71.5301	102557	7235		2020-06-06 02:33:09	102063	0.0	494	0	34
Indiana, US	39.8494	-86.2583	30901	1964		2020-05-24 02:32:48	30409	1.0	492	0	23
Minnesota, US	45.6945	-93.9002	5136	343	2172	2020-05-01 02:32:32	4644	10.0	492	129	24
Wisconsin, US	44.2685	-89.6165	19892	626	12980	2020-06-05 02:33:15	19400	2.0	492	808	10
Colorado, US	39.0598	-105.3111	25598	1436	3838	2020-05-30 02:32:55	25107	1.0	491	55	15
Tennessee, US	35.7478	-86.6923	24833	388	16319	2020-06-04 02:33:23	24342	2.0	491	403	7
Texas, US	31.0545	-97.5635	19751	507	5706	2020-04-20 23:36:47	19260	2.0	491	372	17
Indiana, US	39.8494	-86.2583	33558	2110		2020-05-30 02:32:55	33068	1.0	490	0	42
Ohio, US	40.3888	-82.7649	37282	2340		2020-06-05 02:33:15	36792	1.0	490	0	40
Georgia, US	33.0406	-83.6431	26264	1132	0	2020-05-01 02:32:32	25775	1.0	489	0	31
Virginia, US	37.7693	-78.17	8542	277	1267	2020-04-19 23:41:01	8053	6.0	489	39	19
Indiana, US	39.8494	-86.2583	10641	545		2020-04-18 22:32:47	10154	4.0	487	0	23
North Carolina, US	35.6301	-79.8064	13540	513		2020-05-08 02:32:36	13053	3.0	487	0	21
Colorado, US	39.0598	-105.3111	26084	1443	3859	2020-05-31 02:32:52	25598	1.0	486	21	7
Texas, US	31.0545	-97.5635	53539	1470	31223	2020-05-23 02:32:47	53053	0.0	486	882	10
Puerto Rico, US	18.2208	-66.5901	4508	140		2020-06-05 02:33:15	4023	12.0	485	0	0
Nebraska, US	41.1254	-98.2681	7818	90		2020-05-09 02:32:39	7334	6.0	484	0	-1
Ohio, US	40.3888	-82.7649	29436	1781		2020-05-21 02:32:54	28952	1.0	484	0	61
Minnesota, US	45.6945	-93.9002	22947	977	16655	2020-05-29 02:32:58	22464	2.0	483	341	35
Wisconsin, US	44.2685	-89.6165	19400	616	12172	2020-06-04 02:33:23	18917	2.0	483	0	9
Indiana, US	39.8494	-86.2583	36578	2258	24317	2020-06-06 02:33:09	36096	1.0	482	610	27
Iowa, US	42.0115	-93.2105	3641	83	1293	2020-04-21 23:40:34	3159	15.0	482	58	4
Louisiana, US	31.1695	-91.8678	25739	1599		2020-04-24 03:33:00	25258	1.0	481	0	126
Minnesota, US	45.6945	-93.9002	11271	578	6882	2020-05-11 02:32:34	10790	4.0	481	560	20
Tennessee, US	35.7478	-86.6923	7070	148	3344	2020-04-19 23:41:01	6589	7.0	481	110	6
Wisconsin, US	44.2685	-89.6165	14877	507	8688	2020-05-24 02:32:48	14396	3.0	481	326	11
Arizona, US	33.7298	-111.4312	12216	595	2979	2020-05-14 03:32:32	11736	4.0	480	70	33
Ohio, US	40.3888	-82.7649	35513	2155		2020-06-01 02:32:54	35033	1.0	480	0	6
Pennsylvania, US	40.5908	-77.2098	78815	5898	52069	2020-06-06 02:33:09	78335	0.0	480	1050	66
Florida, US	27.7663	-81.6868	42402	1827		2020-05-14 03:32:32	41923	1.0	479	0	48
Washington, US	47.4009	-121.4905	12255	636		2020-04-19 23:41:01	11776	4.0	479	0	23
North Carolina, US	35.6301	-79.8064	8768	305		2020-04-26 02:32:45	8290	5.0	478	0	11
Tennessee, US	35.7478	-86.6923	9667	181	4527	2020-04-27 02:32:46	9189	5.0	478	60	4
Colorado, US	39.0598	-105.3111	23964	1327	3612	2020-05-24 02:32:48	23487	2.0	477	32	3
Indiana, US	39.8494	-86.2583	11688	577		2020-04-20 23:36:47	11211	4.0	477	0	15
Indiana, US	39.8494	-86.2583	28255	1765		2020-05-19 02:32:23	27778	1.0	477	0	14
Ohio, US	40.3888	-82.7649	33915	2098		2020-05-29 02:32:58	33439	1.0	476	0	54
Ohio, US	40.3888	-82.7649	37758	2357		2020-06-06 02:33:09	37282	1.0	476	0	17
Georgia, US	33.0406	-83.6431	17669	673		2020-04-18 22:32:47	17194	2.0	475	0	23
Indiana, US	39.8494	-86.2583	31376	1976		2020-05-25 02:32:50	30901	1.0	475	0	12
Indiana, US	39.8494	-86.2583	35712	2207	23182	2020-06-04 02:33:23	35237	1.0	475	559	10
Ohio, US	40.3888	-82.7649	15169	690		2020-04-25 06:32:46	14694	3.0	475	0	34
Georgia, US	33.0406	-83.6431	19881	798		2020-04-21 23:40:34	19407	2.0	474	0	23
Tennessee, US	35.7478	-86.6923	25664	408	16925	2020-06-06 02:33:09	25190	1.0	474	282	7
Colorado, US	39.0598	-105.3111	13441	688	2150	2020-04-27 02:32:46	12968	3.0	473	64	4
Indiana, US	39.8494	-86.2583	30409	1941		2020-05-23 02:32:47	29936	1.0	473	0	28
New Jersey, US	40.2989	-74.521	160918	11723	26703	2020-06-02 02:33:16	160445	0.0	473	143	25
Ohio, US	40.3888	-82.7649	25250	1436		2020-05-13 03:32:30	24777	1.0	473	0	79
Virginia, US	37.7693	-78.17	5747	149		2020-04-13 23:07:54	5274	8.0	473	0	8
North Carolina, US	35.6301	-79.8064	14478	551		2020-05-10 02:32:34	14006	3.0	472	0	21
Wisconsin, US	44.2685	-89.6165	13885	487	8012	2020-05-22 02:36:57	13413	3.0	472	284	6
Massachusetts, US	42.2302	-71.5301	102063	7201		2020-06-05 02:33:15	101592	0.0	471	0	49
Ohio, US	40.3888	-82.7649	25721	1483		2020-05-14 03:32:32	25250	1.0	471	0	47
Ohio, US	40.3888	-82.7649	35984	2207		2020-06-02 02:33:16	35513	1.0	471	0	52
North Carolina, US	35.6301	-79.8064	8290	294		2020-04-25 06:32:46	7820	6.0	470	0	13
Michigan, US	43.3266	-84.5361	48021	4674	22686	2020-05-13 03:32:30	47552	0.0	469	0	90
Iowa, US	42.0115	-93.2105	6843	148	2428	2020-04-30 02:32:31	6376	7.0	467	264	12
Ohio, US	40.3888	-82.7649	35033	2149		2020-05-31 02:32:52	34566	1.0	467	0	18
South Carolina, US	33.8569	-80.945	11861	494	6459	2020-06-01 02:32:54	11394	4.0	467	0	7
North Carolina, US	35.6301	-79.8064	14006	530		2020-05-09 02:32:39	13540	3.0	466	0	17
Colorado, US	39.0598	-105.3111	17832	919	2801	2020-05-07 02:32:32	17367	2.0	465	58	16
Minnesota, US	45.6945	-93.9002	4644	319	2043	2020-04-30 02:32:31	4181	11.0	463	131	18
Louisiana, US	31.1695	-91.8678	23580	1267		2020-04-18 22:32:47	23118	1.0	462	0	54
New Jersey, US	40.2989	-74.521	162530	11970	27231	2020-06-05 02:33:15	162068	0.0	462	223	90
Tennessee, US	35.7478	-86.6923	8728	169	4370	2020-04-25 06:32:46	8266	5.0	462	177	-2
Michigan, US	43.3266	-84.5361	44451	4183	15659	2020-05-06 02:32:35	43990	1.0	461	0	44
North Carolina, US	35.6301	-79.8064	24916	844	14954	2020-05-28 02:32:37	24455	1.0	461	0	43
Tennessee, US	35.7478	-86.6923	9189	177	4467	2020-04-26 02:32:45	8728	5.0	461	97	8
North Carolina, US	35.6301	-79.8064	14938	564		2020-05-11 02:32:34	14478	3.0	460	0	13
Washington, US	47.4009	-121.4905	11517	603		2020-04-17 23:30:52	11057	4.0	460	0	24
Wisconsin, US	44.2685	-89.6165	7314	327	3352	2020-05-02 02:32:31	6854	6.0	460	0	11
Michigan, US	43.3266	-84.5361	50538	4881	28234	2020-05-17 02:32:37	50079	0.0	459	5548	56
Arizona, US	33.7298	-111.4312	12674	624	3074	2020-05-15 02:33:07	12216	3.0	458	95	29
Delaware, US	39.3185	-75.5071	4034	120	911	2020-04-27 02:32:46	3576	12.0	458	102	8
Colorado, US	39.0598	-105.3111	18827	960	2869	2020-05-09 02:32:39	18370	2.0	457	0	16
Arkansas, US	34.9697	-92.3731	5458	110	3915	2020-05-22 02:36:57	5003	9.0	455	63	3
Connecticut, US	41.5978	-72.7554	26767	2169		2020-04-30 02:32:31	26312	1.0	455	0	82
Arizona, US	33.7298	-111.4312	17318	834	4361	2020-05-28 02:32:37	16864	2.0	454	64	24
Michigan, US	43.3266	-84.5361	54365	5223	33168	2020-05-24 02:32:48	53913	0.0	452	4934	65
Georgia, US	33.0406	-83.6431	46331	2004		2020-05-31 02:32:52	45881	0.0	450	0	17
Indiana, US	39.8494	-86.2583	28705	1824		2020-05-20 02:32:25	28255	1.0	450	0	59
Colorado, US	39.0598	-105.3111	17367	903	2743	2020-05-06 02:32:35	16918	2.0	449	93	52
Ohio, US	40.3888	-82.7649	27923	1625		2020-05-18 02:32:26	27474	1.0	449	0	15
Nebraska, US	41.1254	-98.2681	10625	123		2020-05-19 02:32:23	10177	4.0	448	0	0
Virginia, US	37.7693	-78.17	8990	300	1324	2020-04-20 23:36:47	8542	5.0	448	57	23
Alabama, US	32.3182	-86.9023	14117	549	7951	2020-05-24 02:32:48	13670	3.0	447	0	8
Arizona, US	33.7298	-111.4312	7655	320	1499	2020-05-01 02:32:32	7209	6.0	446	24	12
Connecticut, US	41.5978	-72.7554	40468	3693	7127	2020-05-25 02:32:50	40022	1.0	446	0	18
Ohio, US	40.3888	-82.7649	16769	799		2020-04-29 02:32:33	16325	2.0	444	0	46
Louisiana, US	31.1695	-91.8678	38497	2723	28700	2020-05-28 02:32:37	38054	1.0	443	0	21
Rhode Island, US	41.6809	-71.5118	6699	202	377	2020-04-25 06:32:46	6256	7.0	443	35	13
Arizona, US	33.7298	-111.4312	15348	764	3872	2020-05-22 02:36:57	14906	2.0	442	99	17
Colorado, US	39.0598	-105.3111	14758	766	2275	2020-04-30 02:32:31	14316	3.0	442	0	30
Ohio, US	40.3888	-82.7649	36792	2300		2020-06-04 02:33:23	36350	1.0	442	0	41
Florida, US	27.7663	-81.6868	28309	893		2020-04-22 23:40:26	27869	1.0	440	0	26
Georgia, US	33.0406	-83.6431	37212	1598		2020-05-17 02:32:37	36772	1.0	440	0	10
Utah, US	40.15	-111.8624	11252	120	6788	2020-06-06 02:33:09	10813	4.0	439	160	3
Colorado, US	39.0598	-105.3111	13879	706	2150	2020-04-28 02:32:46	13441	3.0	438	0	18
Colorado, US	39.0598	-105.3111	14316	736	2275	2020-04-29 02:32:33	13879	3.0	437	125	30
Mississippi, US	32.7416	-89.6787	15229	723	9401	2020-05-31 02:32:52	14793	2.0	436	0	13
Michigan, US	43.3266	-84.5361	52350	5017	28234	2020-05-20 02:32:25	51915	0.0	435	0	102
Virginia, US	37.7693	-78.17	6182	154	721	2020-04-14 23:33:31	5747	7.0	435	721	5
Arizona, US	33.7298	-111.4312	10960	532	2684	2020-05-10 02:32:34	10526	4.0	434	937	15
Indiana, US	39.8494	-86.2583	8960	436		2020-04-15 22:56:51	8527	5.0	433	0	49
Louisiana, US	31.1695	-91.8678	21951	1103		2020-04-15 22:56:51	21518	2.0	433	0	90
Michigan, US	43.3266	-84.5361	37074	3155	8342	2020-04-26 02:32:45	36641	1.0	433	5105	70
Ohio, US	40.3888	-82.7649	33439	2044		2020-05-28 02:32:37	33006	1.0	433	0	42
Tennessee, US	35.7478	-86.6923	19394	315	12566	2020-05-23 02:32:47	18961	2.0	433	375	2
Colorado, US	39.0598	-105.3111	16225	832	2553	2020-05-03 02:32:33	15793	2.0	432	67	11
Connecticut, US	41.5978	-72.7554	39640	3637	7127	2020-05-23 02:32:47	39208	1.0	432	863	54
Michigan, US	43.3266	-84.5361	38210	3407	8342	2020-04-28 02:32:46	37778	1.0	432	0	92
Pennsylvania, US	40.5908	-77.2098	76129	5555	48190	2020-06-01 02:32:54	75697	0.0	432	1057	18
Indiana, US	39.8494	-86.2583	8359	350		2020-04-13 23:07:54	7928	5.0	431	0	7
Minnesota, US	45.6945	-93.9002	6663	418	3015	2020-05-04 02:32:32	6232	6.0	431	618	24
North Carolina, US	35.6301	-79.8064	9428	340		2020-04-28 02:32:46	8997	4.0	431	0	16
North Carolina, US	35.6301	-79.8064	30023	961	18860	2020-06-03 02:33:21	29592	1.0	431	0	13
Connecticut, US	41.5978	-72.7554	41303	3769	7127	2020-05-27 02:32:37	40873	1.0	430	0	27
Nebraska, US	41.1254	-98.2681	4281	70	0	2020-05-01 02:32:32	3851	11.0	430	0	14
Rhode Island, US	41.6809	-71.5118	7129	215	410	2020-04-26 02:32:45	6699	6.0	430	33	13
Arizona, US	33.7298	-111.4312	16053	801	4033	2020-05-24 02:32:48	15624	2.0	429	84	26
Louisiana, US	31.1695	-91.8678	29140	1993	17303	2020-05-03 02:32:33	28711	1.0	429	0	23
Louisiana, US	31.1695	-91.8678	41562	2883	31728	2020-06-05 02:33:15	41133	1.0	429	0	13
Massachusetts, US	42.2302	-71.5301	101592	7152		2020-06-04 02:33:23	101163	0.0	429	0	67
